Player,Year,Surface,Matches,Wins,Win_pct
Benneteau J.,2003,Clay,3,1,33.33333333333333
Benneteau J.,2003,Hard,7,2,28.57142857142857
Benneteau J.,2004,Carpet,5,3,60.0
Benneteau J.,2004,Clay,8,5,62.5
Benneteau J.,2004,Grass,3,1,33.33333333333333
Benneteau J.,2004,Hard,12,5,41.66666666666667
Benneteau J.,2005,Carpet,2,0,0.0
Benneteau J.,2005,Clay,7,1,14.285714285714285
Benneteau J.,2005,Grass,4,1,25.0
Benneteau J.,2005,Hard,10,3,30.0
Benneteau J.,2006,Carpet,7,4,57.14285714285714
Benneteau J.,2006,Clay,7,3,42.857142857142854
Benneteau J.,2006,Grass,5,2,40.0
Benneteau J.,2006,Hard,25,13,52.0
Benneteau J.,2007,Carpet,4,2,50.0
Benneteau J.,2007,Clay,9,4,44.44444444444444
Benneteau J.,2007,Grass,6,3,50.0
Benneteau J.,2007,Hard,31,13,41.935483870967744
Benneteau J.,2008,Carpet,7,5,71.42857142857143
Benneteau J.,2008,Clay,9,6,66.66666666666666
Benneteau J.,2008,Grass,4,1,25.0
Benneteau J.,2008,Hard,20,8,40.0
Benneteau J.,2009,Clay,17,8,47.05882352941176
Benneteau J.,2009,Grass,5,2,40.0
Benneteau J.,2009,Hard,31,16,51.61290322580645
Benneteau J.,2010,Clay,7,2,28.57142857142857
Benneteau J.,2010,Grass,10,7,70.0
Benneteau J.,2010,Hard,24,14,58.333333333333336
Benneteau J.,2011,Clay,12,4,33.33333333333333
Benneteau J.,2011,Grass,7,4,57.14285714285714
Benneteau J.,2011,Hard,22,12,54.54545454545454
Benneteau J.,2012,Clay,6,4,66.66666666666666
Benneteau J.,2012,Grass,6,3,50.0
Benneteau J.,2012,Hard,34,19,55.88235294117647
Benneteau J.,2013,Clay,8,3,37.5
Benneteau J.,2013,Grass,6,3,50.0
Benneteau J.,2013,Hard,36,19,52.77777777777778
Benneteau J.,2014,Clay,4,1,25.0
Benneteau J.,2014,Grass,5,2,40.0
Benneteau J.,2014,Hard,37,22,59.45945945945946
Benneteau J.,2015,Hard,5,1,20.0
Benneteau J.,2016,Clay,2,0,0.0
Benneteau J.,2016,Grass,3,1,33.33333333333333
Benneteau J.,2016,Hard,16,6,37.5
Benneteau J.,2017,Clay,1,0,0.0
Benneteau J.,2017,Grass,6,3,50.0
Benneteau J.,2017,Hard,17,9,52.94117647058824
Benneteau J.,2018,Clay,4,1,25.0
Benneteau J.,2018,Grass,4,2,50.0
Benneteau J.,2018,Hard,11,5,45.45454545454545
Benneteau J. ,2009,Hard,1,0,0.0
Berankis R.,2008,Clay,2,0,0.0
Berankis R.,2010,Grass,2,1,50.0
Berankis R.,2010,Hard,5,3,60.0
Berankis R.,2011,Hard,14,5,35.714285714285715
Berankis R.,2012,Hard,13,8,61.53846153846154
Berankis R.,2013,Clay,7,3,42.857142857142854
Berankis R.,2013,Grass,3,0,0.0
Berankis R.,2013,Hard,17,8,47.05882352941176
Berankis R.,2014,Clay,4,2,50.0
Berankis R.,2014,Grass,1,0,0.0
Berankis R.,2014,Hard,7,3,42.857142857142854
Berankis R.,2015,Clay,5,0,0.0
Berankis R.,2015,Grass,3,0,0.0
Berankis R.,2015,Hard,21,11,52.38095238095239
Berankis R.,2016,Clay,2,0,0.0
Berankis R.,2016,Grass,3,0,0.0
Berankis R.,2016,Hard,17,8,47.05882352941176
Berankis R.,2017,Clay,1,0,0.0
Berankis R.,2017,Grass,1,0,0.0
Berankis R.,2017,Hard,10,5,50.0
Berankis R.,2018,Clay,1,0,0.0
Berankis R.,2018,Grass,3,1,33.33333333333333
Berankis R.,2018,Hard,16,5,31.25
Berankis R.,2019,Clay,1,0,0.0
Berankis R.,2019,Grass,2,1,50.0
Berankis R.,2019,Hard,16,6,37.5
Berankis R.,2020,Clay,2,1,50.0
Berankis R.,2020,Hard,12,6,50.0
Berankis R.,2021,Clay,7,3,42.857142857142854
Berankis R.,2021,Grass,2,0,0.0
Berankis R.,2021,Hard,21,10,47.61904761904761
Berankis R.,2022,Clay,3,0,0.0
Berankis R.,2022,Grass,2,1,50.0
Berankis R.,2022,Hard,12,6,50.0
Berankis R.,2023,Grass,1,0,0.0
Berasategui A.,2000,Clay,11,3,27.27272727272727
Berasategui A.,2000,Grass,1,0,0.0
Berasategui A.,2000,Hard,6,1,16.666666666666664
Berasategui A.,2001,Clay,1,0,0.0
Berdych T.,2003,Hard,3,1,33.33333333333333
Berdych T.,2004,Carpet,1,0,0.0
Berdych T.,2004,Clay,15,8,53.333333333333336
Berdych T.,2004,Grass,1,0,0.0
