Player,Year,Surface,Matches,Wins,Win_pct
Kwon S.W.,2019,Grass,1,0,0.0
Kwon S.W.,2019,Hard,10,5,50.0
Kwon S.W.,2020,Clay,1,0,0.0
Kwon S.W.,2020,Hard,14,8,57.14285714285714
Kwon S.W.,2021,Clay,6,3,50.0
Kwon S.W.,2021,Grass,5,3,60.0
Kwon S.W.,2021,Hard,20,11,55.00000000000001
Kwon S.W.,2022,Clay,8,3,37.5
Kwon S.W.,2022,Grass,2,0,0.0
Kwon S.W.,2022,Hard,29,14,48.275862068965516
Kwon S.W.,2023,Hard,11,6,54.54545454545454
Kwon S.W.,2024,Clay,3,1,33.33333333333333
Kwon S.W.,2024,Grass,1,0,0.0
Kwon S.W.,2024,Hard,4,1,25.0
Kym J.,2024,Hard,1,0,0.0
Kym J.,2025,Clay,3,2,66.66666666666666
Kym J.,2025,Hard,3,2,66.66666666666666
Kypson P.,2017,Hard,1,0,0.0
Kypson P.,2023,Clay,1,0,0.0
Kypson P.,2024,Clay,1,0,0.0
Kypson P.,2024,Hard,6,3,50.0
Kypson P.,2025,Hard,1,0,0.0
Kypson P.,2026,Hard,5,1,20.0
Kyrgios N.,2013,Clay,2,1,50.0
Kyrgios N.,2013,Hard,1,0,0.0
Kyrgios N.,2014,Clay,1,0,0.0
Kyrgios N.,2014,Grass,5,4,80.0
Kyrgios N.,2014,Hard,9,4,44.44444444444444
Kyrgios N.,2015,Clay,13,8,61.53846153846154
Kyrgios N.,2015,Grass,5,3,60.0
Kyrgios N.,2015,Hard,21,11,52.38095238095239
Kyrgios N.,2016,Clay,13,9,69.23076923076923
Kyrgios N.,2016,Grass,5,3,60.0
Kyrgios N.,2016,Hard,33,26,78.78787878787878
Kyrgios N.,2017,Clay,6,3,50.0
Kyrgios N.,2017,Hard,32,23,71.875
Kyrgios N.,2018,Clay,2,1,50.0
Kyrgios N.,2018,Grass,10,7,70.0
Kyrgios N.,2018,Hard,23,16,69.56521739130434
Kyrgios N.,2019,Clay,2,1,50.0
Kyrgios N.,2019,Grass,5,2,40.0
Kyrgios N.,2019,Hard,27,18,66.66666666666666
Kyrgios N.,2020,Hard,4,3,75.0
Kyrgios N.,2021,Grass,2,2,100.0
Kyrgios N.,2021,Hard,11,5,45.45454545454545
Kyrgios N.,2022,Clay,3,2,66.66666666666666
Kyrgios N.,2022,Grass,14,11,78.57142857142857
Kyrgios N.,2022,Hard,29,23,79.3103448275862
Kyrgios N.,2023,Grass,1,0,0.0
Kyrgios N.,2025,Hard,2,1,50.0
Kyrgios N.,2026,Hard,1,0,0.0
Laaksonen H.,2012,Clay,1,0,0.0
Laaksonen H.,2012,Hard,1,0,0.0
Laaksonen H.,2013,Clay,5,2,40.0
Laaksonen H.,2013,Hard,2,0,0.0
Laaksonen H.,2014,Clay,3,1,33.33333333333333
Laaksonen H.,2015,Clay,1,0,0.0
Laaksonen H.,2015,Hard,1,0,0.0
Laaksonen H.,2016,Clay,3,1,33.33333333333333
Laaksonen H.,2016,Hard,2,0,0.0
Laaksonen H.,2017,Clay,5,3,60.0
Laaksonen H.,2017,Grass,1,0,0.0
Laaksonen H.,2017,Hard,14,7,50.0
Laaksonen H.,2018,Clay,7,4,57.14285714285714
Laaksonen H.,2018,Hard,2,1,50.0
Laaksonen H.,2019,Clay,7,3,42.857142857142854
Laaksonen H.,2019,Hard,7,3,42.857142857142854
Laaksonen H.,2020,Clay,1,0,0.0
Laaksonen H.,2020,Hard,5,1,20.0
Laaksonen H.,2021,Clay,5,4,80.0
Laaksonen H.,2021,Hard,8,3,37.5
Laaksonen H.,2022,Clay,5,1,20.0
Laaksonen H.,2022,Grass,1,0,0.0
Laaksonen H.,2022,Hard,10,1,10.0
Labadze I.,2001,Clay,5,2,40.0
Labadze I.,2001,Grass,1,0,0.0
Labadze I.,2001,Hard,7,3,42.857142857142854
Labadze I.,2002,Clay,16,7,43.75
Labadze I.,2002,Grass,4,1,25.0
Labadze I.,2002,Hard,9,1,11.11111111111111
Labadze I.,2003,Carpet,2,1,50.0
Labadze I.,2003,Clay,9,2,22.22222222222222
Labadze I.,2003,Grass,1,0,0.0
Labadze I.,2003,Hard,8,3,37.5
Labadze I.,2004,Carpet,2,0,0.0
Labadze I.,2004,Clay,12,6,50.0
Labadze I.,2004,Grass,3,1,33.33333333333333
Labadze I.,2004,Hard,13,5,38.46153846153847
Labadze I.,2005,Clay,6,2,33.33333333333333
Labadze I.,2005,Hard,10,3,30.0
Labadze I.,2006,Grass,3,2,66.66666666666666
Lacko L.,2007,Clay,1,0,0.0
Lacko L.,2007,Hard,1,0,0.0
Lacko L.,2008,Hard,1,0,0.0
Lacko L.,2009,Carpet,1,0,0.0
Lacko L.,2009,Grass,3,1,33.33333333333333
Lacko L.,2010,Clay,5,1,20.0
Lacko L.,2010,Grass,6,3,50.0
Lacko L.,2010,Hard,24,10,41.66666666666667
Lacko L.,2011,Grass,1,0,0.0
Lacko L.,2011,Hard,10,4,40.0
Lacko L.,2012,Clay,4,0,0.0
Lacko L.,2012,Grass,5,3,60.0
Lacko L.,2012,Hard,21,9,42.857142857142854
Lacko L.,2013,Clay,2,0,0.0
Lacko L.,2013,Grass,1,0,0.0
Lacko L.,2013,Hard,24,11,45.83333333333333
Lacko L.,2014,Clay,1,0,0.0
Lacko L.,2014,Grass,5,2,40.0
Lacko L.,2014,Hard,21,9,42.857142857142854
Lacko L.,2015,Clay,1,0,0.0
Lacko L.,2015,Grass,4,1,25.0
Lacko L.,2015,Hard,9,1,11.11111111111111
Lacko L.,2016,Clay,2,1,50.0
Lacko L.,2016,Grass,5,2,40.0
Lacko L.,2016,Hard,3,1,33.33333333333333
Lacko L.,2017,Grass,4,1,25.0
Lacko L.,2017,Hard,13,6,46.15384615384615
Lacko L.,2018,Grass,8,5,62.5
Lacko L.,2018,Hard,18,6,33.33333333333333
Lacko L.,2019,Hard,4,1,25.0
Lacko L.,2021,Grass,2,1,50.0
Lajal M.,2023,Hard,2,1,50.0
Lajal M.,2024,Grass,1,0,0.0
Lajal M.,2025,Grass,2,1,50.0
Lajal M.,2025,Hard,1,0,0.0
Lajola D.,2012,Hard,1,0,0.0
Lajovic D.,2010,Clay,1,0,0.0
Lajovic D.,2011,Clay,2,0,0.0
Lajovic D.,2011,Hard,5,2,40.0
Lajovic D.,2012,Clay,1,1,100.0
Lajovic D.,2013,Clay,4,0,0.0
Lajovic D.,2014,Clay,12,6,50.0
Lajovic D.,2014,Grass,4,1,25.0
Lajovic D.,2014,Hard,12,4,33.33333333333333
Lajovic D.,2015,Clay,23,12,52.17391304347826
Lajovic D.,2015,Grass,1,0,0.0
Lajovic D.,2015,Hard,9,2,22.22222222222222
Lajovic D.,2016,Clay,16,10,62.5
Lajovic D.,2016,Grass,2,0,0.0
Lajovic D.,2016,Hard,18,7,38.88888888888889
Lajovic D.,2017,Clay,12,5,41.66666666666667
Lajovic D.,2017,Grass,4,2,50.0
Lajovic D.,2017,Hard,19,8,42.10526315789473
Lajovic D.,2018,Clay,26,14,53.84615384615385
Lajovic D.,2018,Grass,3,1,33.33333333333333
Lajovic D.,2018,Hard,17,8,47.05882352941176
Lajovic D.,2019,Clay,20,11,55.00000000000001
Lajovic D.,2019,Grass,2,0,0.0
Lajovic D.,2019,Hard,23,8,34.78260869565217
Lajovic D.,2020,Clay,14,7,50.0
Lajovic D.,2020,Hard,10,3,30.0
Lajovic D.,2021,Clay,14,5,35.714285714285715
Lajovic D.,2021,Grass,3,1,33.33333333333333
Lajovic D.,2021,Hard,25,11,44.0
Lajovic D.,2022,Clay,16,6,37.5
Lajovic D.,2022,Grass,2,0,0.0
Lajovic D.,2022,Hard,10,3,30.0
Lajovic D.,2023,Clay,26,15,57.692307692307686
Lajovic D.,2023,Grass,1,0,0.0
Lajovic D.,2023,Hard,15,7,46.666666666666664
Lajovic D.,2024,Clay,21,13,61.904761904761905
Lajovic D.,2024,Grass,1,0,0.0
Lajovic D.,2024,Hard,12,5,41.66666666666667
Lajovic D.,2025,Clay,11,2,18.181818181818183
Lajovic D.,2025,Grass,1,0,0.0
Lajovic D.,2025,Hard,4,1,25.0
Lajovic D.,2026,Clay,3,1,33.33333333333333
Lalami Laaroussi Y.,2023,Clay,1,0,0.0
Lalami Laaroussi Y.,2025,Clay,1,0,0.0
Lama G.,2014,Clay,1,0,0.0
Lama G.,2021,Clay,1,0,0.0
Lama G.,2022,Clay,1,0,0.0
Lama G.,2023,Hard,1,0,0.0
Lamasine T.,2016,Clay,3,1,33.33333333333333
Lamasine T.,2016,Grass,1,0,0.0
Lamasine T.,2017,Hard,1,0,0.0
Lamasine T.,2019,Clay,2,1,50.0
Lamasine T.,2021,Hard,2,1,50.0
Lammer M.,2003,Clay,1,0,0.0
Lammer M.,2005,Carpet,1,0,0.0
Lammer M.,2005,Clay,1,0,0.0
Lammer M.,2005,Hard,2,1,50.0
Lammer M.,2006,Hard,2,0,0.0
Lammer M.,2007,Clay,1,0,0.0
Lammer M.,2008,Clay,1,0,0.0
Lammer M.,2009,Clay,1,0,0.0
Lammer M.,2009,Hard,2,0,0.0
Lammer M.,2010,Clay,2,1,50.0
Lammer M.,2010,Hard,2,1,50.0
Lammer M.,2011,Clay,1,0,0.0
Lammer M.,2011,Hard,2,1,50.0
Lammer M. ,2009,Hard,2,1,50.0
Landaluce M.,2023,Clay,2,0,0.0
Landaluce M.,2024,Clay,2,0,0.0
Landaluce M.,2024,Hard,2,1,50.0
Landaluce M.,2025,Clay,2,0,0.0
Landaluce M.,2025,Hard,3,1,33.33333333333333
Landsberg J.,2000,Grass,1,0,0.0
Langer N.,2013,Clay,2,1,50.0
Langer N.,2013,Hard,1,0,0.0
Lapentti G.,2003,Hard,3,1,33.33333333333333
Lapentti G.,2004,Clay,3,0,0.0
Lapentti G.,2004,Hard,1,0,0.0
Lapentti G.,2005,Hard,9,5,55.55555555555556
Lapentti G.,2006,Hard,1,0,0.0
Lapentti G.,2009,Clay,2,0,0.0
Lapentti G.,2009,Hard,2,0,0.0
Lapentti G.,2010,Grass,1,0,0.0
Lapentti G.,2010,Hard,1,0,0.0
Lapentti G.,2015,Clay,1,0,0.0
Lapentti G.,2016,Clay,1,0,0.0
Lapentti G.,2017,Clay,2,1,50.0
Lapentti N.,2000,Carpet,3,1,33.33333333333333
Lapentti N.,2000,Clay,22,13,59.09090909090909
Lapentti N.,2000,Grass,4,2,50.0
Lapentti N.,2000,Hard,36,22,61.111111111111114
Lapentti N.,2001,Carpet,6,3,50.0
Lapentti N.,2001,Clay,22,15,68.18181818181817
Lapentti N.,2001,Grass,1,0,0.0
Lapentti N.,2001,Hard,22,12,54.54545454545454
Lapentti N.,2002,Carpet,4,2,50.0
Lapentti N.,2002,Clay,27,16,59.25925925925925
Lapentti N.,2002,Grass,5,4,80.0
Lapentti N.,2002,Hard,22,10,45.45454545454545
Lapentti N.,2003,Carpet,5,2,40.0
Lapentti N.,2003,Clay,21,10,47.61904761904761
Lapentti N.,2003,Grass,2,1,50.0
Lapentti N.,2003,Hard,12,6,50.0
Lapentti N.,2004,Clay,10,2,20.0
Lapentti N.,2004,Hard,10,5,50.0
Lapentti N.,2005,Carpet,2,0,0.0
Lapentti N.,2005,Clay,12,5,41.66666666666667
Lapentti N.,2005,Hard,10,3,30.0
Lapentti N.,2006,Clay,20,12,60.0
Lapentti N.,2006,Hard,1,0,0.0
Lapentti N.,2007,Carpet,3,1,33.33333333333333
Lapentti N.,2007,Clay,11,5,45.45454545454545
Lapentti N.,2007,Grass,3,1,33.33333333333333
Lapentti N.,2007,Hard,6,2,33.33333333333333
Lapentti N.,2008,Carpet,2,1,50.0
Lapentti N.,2008,Clay,18,9,50.0
Lapentti N.,2008,Grass,1,0,0.0
Lapentti N.,2008,Hard,8,4,50.0
Lapentti N.,2009,Clay,9,3,33.33333333333333
Lapentti N.,2009,Grass,1,0,0.0
Lapentti N.,2009,Hard,8,3,37.5
Lapentti N.,2010,Clay,3,0,0.0
Lapentti N.,2010,Hard,4,1,25.0
Lareau S.,2000,Clay,1,0,0.0
Lareau S.,2000,Grass,3,1,33.33333333333333
Lareau S.,2000,Hard,10,3,30.0
Lareau S.,2001,Clay,1,0,0.0
Lareau S.,2001,Grass,2,1,50.0
Lareau S.,2001,Hard,9,4,44.44444444444444
Larkham T.,2002,Hard,1,0,0.0
Larkham T.,2003,Clay,2,0,0.0
Larkham T.,2003,Grass,1,0,0.0
Larkham T.,2003,Hard,2,1,50.0
Larkham T.,2004,Hard,1,0,0.0
Larose S.,2000,Hard,2,1,50.0
Larose S.,2001,Hard,1,0,0.0
Larose S.,2002,Hard,1,0,0.0
Larose S.,2003,Hard,5,3,60.0
Larose S.,2004,Hard,3,1,33.33333333333333
Larsson M.,2000,Clay,3,1,33.33333333333333
Larsson M.,2000,Grass,2,1,50.0
Larsson M.,2000,Hard,13,10,76.92307692307693
Larsson M.,2001,Clay,6,3,50.0
Larsson M.,2001,Grass,5,3,60.0
Larsson M.,2001,Hard,9,4,44.44444444444444
Larsson M.,2002,Clay,1,0,0.0
Larsson M.,2002,Grass,5,2,40.0
Larsson M.,2002,Hard,10,6,60.0
Larsson M.,2003,Hard,3,1,33.33333333333333
Lazarov A.,2017,Hard,1,0,0.0
Lazarov A.,2021,Hard,1,0,0.0
Lazarov A.,2022,Hard,2,1,50.0
Lazarov A.,2023,Hard,1,0,0.0
Lazov A.,2016,Hard,1,0,0.0
Ledovskikh M.,2005,Carpet,1,0,0.0
Ledovskikh M.,2006,Grass,1,0,0.0
Ledovskikh M.,2006,Hard,3,1,33.33333333333333
Ledovskikh M.,2007,Carpet,2,1,50.0
Ledovskikh M.,2007,Hard,1,0,0.0
Ledovskikh M.,2008,Grass,2,1,50.0
Ledovskikh M.,2008,Hard,1,0,0.0
Ledovskikh M.,2010,Grass,1,0,0.0
Ledovskikh M.,2011,Hard,1,0,0.0
Ledovskikh M.,2012,Grass,1,0,0.0
Ledovskikh M.,2015,Clay,1,0,0.0
Lee D.H.,2019,Hard,2,1,50.0
Lee H.T.,2000,Hard,10,6,60.0
Lee H.T.,2001,Clay,9,6,66.66666666666666
Lee H.T.,2001,Grass,2,0,0.0
Lee H.T.,2001,Hard,17,3,17.647058823529413
Lee H.T.,2002,Clay,4,1,25.0
Lee H.T.,2002,Grass,6,4,66.66666666666666
Lee H.T.,2002,Hard,16,6,37.5
Lee H.T.,2003,Carpet,1,0,0.0
Lee H.T.,2003,Clay,7,2,28.57142857142857
Lee H.T.,2003,Grass,3,0,0.0
Lee H.T.,2003,Hard,28,15,53.57142857142857
Lee H.T.,2004,Clay,3,2,66.66666666666666
Lee H.T.,2004,Grass,5,4,80.0
Lee H.T.,2004,Hard,19,7,36.84210526315789
Lee H.T.,2005,Clay,7,3,42.857142857142854
Lee H.T.,2005,Grass,5,2,40.0
Lee H.T.,2005,Hard,17,5,29.411764705882355
Lee H.T.,2006,Carpet,1,0,0.0
Lee H.T.,2006,Grass,7,4,57.14285714285714
Lee H.T.,2006,Hard,25,14,56.00000000000001
Lee H.T.,2007,Clay,8,3,37.5
Lee H.T.,2007,Grass,6,3,50.0
Lee H.T.,2007,Hard,30,15,50.0
Lee H.T.,2008,Clay,8,3,37.5
Lee H.T.,2008,Hard,14,5,35.714285714285715
Lee H.T.,2009,Hard,1,0,0.0
Lee M.,2000,Grass,4,1,25.0
Lee M.,2000,Hard,1,0,0.0
Lee M.,2001,Clay,2,1,50.0
Lee M.,2001,Grass,11,7,63.63636363636363
Lee M.,2001,Hard,7,1,14.285714285714285
Lee M.,2002,Clay,2,0,0.0
Lee M.,2002,Grass,6,2,33.33333333333333
Lee M.,2002,Hard,8,2,25.0
Lee M.,2003,Grass,1,0,0.0
Lee M.,2006,Grass,3,1,33.33333333333333
Lehecka J.,2022,Clay,11,4,36.36363636363637
Lehecka J.,2022,Grass,2,0,0.0
Lehecka J.,2022,Hard,11,4,36.36363636363637
Lehecka J.,2023,Clay,12,6,50.0
Lehecka J.,2023,Grass,7,5,71.42857142857143
Lehecka J.,2023,Hard,32,17,53.125
Lehecka J.,2024,Clay,3,3,100.0
Lehecka J.,2024,Hard,38,25,65.78947368421053
Lehecka J.,2025,Clay,10,5,50.0
Lehecka J.,2025,Grass,10,7,70.0
Lehecka J.,2025,Hard,34,21,61.76470588235294
Lehecka J.,2026,Hard,9,5,55.55555555555556
Lejnieks K.,2008,Carpet,2,1,50.0
Lemke J.,2010,Hard,1,0,0.0
Lenz J.,2019,Clay,1,0,0.0
Lenz J.,2019,Hard,1,0,0.0
Leshem E.,2017,Hard,1,0,0.0
Leshem E.,2022,Hard,2,1,50.0
Lestienne C.,2015,Clay,1,0,0.0
Lestienne C.,2018,Hard,3,1,33.33333333333333
Lestienne C.,2019,Hard,1,0,0.0
Lestienne C.,2021,Hard,1,0,0.0
Lestienne C.,2022,Hard,10,6,60.0
Lestienne C.,2023,Clay,2,0,0.0
Lestienne C.,2023,Grass,4,1,25.0
Lestienne C.,2023,Hard,16,5,31.25
Lestienne C.,2024,Clay,1,0,0.0
Lestienne C.,2024,Grass,3,0,0.0
Lestienne C.,2024,Hard,10,3,30.0
Lestienne C.,2025,Hard,3,1,33.33333333333333
Levine I.,2003,Hard,1,0,0.0
Levine I.,2007,Grass,1,0,0.0
Levine J.,2006,Grass,1,0,0.0
Levine J.,2007,Hard,3,1,33.33333333333333
Levine J.,2008,Grass,4,2,50.0
Levine J.,2008,Hard,20,5,25.0
Levine J.,2009,Clay,1,0,0.0
Levine J.,2009,Grass,6,4,66.66666666666666
Levine J.,2009,Hard,8,3,37.5
Levine J.,2010,Clay,1,0,0.0
Levine J.,2010,Grass,4,1,25.0
Levine J.,2010,Hard,1,0,0.0
Levine J.,2011,Hard,1,0,0.0
Levine J.,2012,Clay,2,1,50.0
Levine J.,2012,Grass,4,2,50.0
Levine J.,2012,Hard,16,4,25.0
Levine J.,2013,Clay,3,0,0.0
Levine J.,2013,Grass,3,0,0.0
Levine J.,2013,Hard,13,5,38.46153846153847
Levinsky J.,2003,Clay,1,0,0.0
Levy H.,2000,Carpet,3,1,33.33333333333333
Levy H.,2000,Clay,1,0,0.0
Levy H.,2000,Grass,3,1,33.33333333333333
Levy H.,2000,Hard,23,11,47.82608695652174
Levy H.,2001,Carpet,1,0,0.0
Levy H.,2001,Clay,11,5,45.45454545454545
Levy H.,2001,Grass,6,4,66.66666666666666
Levy H.,2001,Hard,20,6,30.0
Levy H.,2002,Clay,1,0,0.0
Levy H.,2002,Grass,3,1,33.33333333333333
Levy H.,2002,Hard,8,2,25.0
Levy H.,2003,Clay,4,2,50.0
Levy H.,2003,Hard,3,0,0.0
Levy H.,2004,Clay,10,2,20.0
Levy H.,2004,Grass,1,0,0.0
Levy H.,2004,Hard,7,3,42.857142857142854
Levy H.,2006,Hard,2,0,0.0
Levy H.,2007,Hard,1,0,0.0
Levy H.,2008,Carpet,1,0,0.0
Levy H.,2008,Clay,1,0,0.0
Levy H.,2008,Hard,1,0,0.0
Levy H.,2009,Grass,1,0,0.0
Levy H.,2010,Hard,3,1,33.33333333333333
Li Z.,2011,Hard,2,0,0.0
Li Z.,2012,Hard,1,0,0.0
Li Z.,2016,Hard,2,0,0.0
Li Z.,2018,Hard,1,0,0.0
Li Z.,2019,Hard,4,0,0.0
Li Zh.,2023,Hard,1,0,0.0
Lindahl N.,2007,Hard,2,1,50.0
Lindahl N.,2008,Hard,1,0,0.0
Lindahl N.,2010,Clay,1,0,0.0
Lindahl N.,2010,Hard,5,0,0.0
Lindell C.,2010,Clay,1,0,0.0
Lindell C.,2011,Clay,1,0,0.0
Lindell C.,2012,Clay,1,0,0.0
Lindell C.,2014,Clay,2,1,50.0
Lindell C.,2014,Hard,1,0,0.0
Lindell C.,2015,Clay,3,1,33.33333333333333
Lindell C.,2016,Clay,1,0,0.0
Linzer M.,2016,Clay,2,0,0.0
Lipsky S.,2008,Grass,1,0,0.0
Lisnard J.,2000,Clay,3,0,0.0
Lisnard J.,2000,Hard,4,1,25.0
Lisnard J.,2001,Clay,2,1,50.0
Lisnard J.,2001,Hard,3,1,33.33333333333333
Lisnard J.,2002,Clay,8,4,50.0
Lisnard J.,2002,Hard,1,0,0.0
Lisnard J.,2003,Hard,1,0,0.0
Lisnard J.,2004,Clay,2,1,50.0
Lisnard J.,2005,Clay,1,0,0.0
Lisnard J.,2005,Hard,1,0,0.0
Lisnard J.,2006,Hard,1,0,0.0
Lisnard J.R.,2002,Hard,1,1,100.0
Lisnard J.R.,2003,Clay,15,7,46.666666666666664
Lisnard J.R.,2003,Grass,1,0,0.0
Lisnard J.R.,2003,Hard,16,7,43.75
Lisnard J.R.,2004,Clay,7,1,14.285714285714285
Lisnard J.R.,2004,Hard,8,2,25.0
Lisnard J.R.,2005,Carpet,2,1,50.0
Lisnard J.R.,2005,Clay,5,1,20.0
Lisnard J.R.,2005,Grass,3,0,0.0
Lisnard J.R.,2005,Hard,14,5,35.714285714285715
Lisnard J.R.,2006,Clay,2,1,50.0
Lisnard J.R.,2006,Hard,3,0,0.0
Lisnard J.R.,2008,Clay,2,0,0.0
Lisnard J.R.,2009,Clay,3,1,33.33333333333333
Lisnard J.R.,2011,Clay,1,0,0.0
Lisnard J.R.,2011,Hard,2,1,50.0
Lisnard J.R.,2012,Clay,1,0,0.0
Liukko V.,2000,Hard,4,2,50.0
Ljubicic I.,2000,Clay,14,7,50.0
Ljubicic I.,2000,Grass,4,1,25.0
Ljubicic I.,2000,Hard,22,11,50.0
Ljubicic I.,2001,Carpet,9,6,66.66666666666666
Ljubicic I.,2001,Clay,13,6,46.15384615384615
Ljubicic I.,2001,Grass,2,0,0.0
Ljubicic I.,2001,Hard,26,17,65.38461538461539
Ljubicic I.,2002,Carpet,6,3,50.0
Ljubicic I.,2002,Clay,14,7,50.0
Ljubicic I.,2002,Grass,4,2,50.0
Ljubicic I.,2002,Hard,27,13,48.148148148148145
Ljubicic I.,2003,Carpet,12,8,66.66666666666666
Ljubicic I.,2003,Clay,12,7,58.333333333333336
Ljubicic I.,2003,Grass,4,2,50.0
Ljubicic I.,2003,Hard,19,9,47.368421052631575
Ljubicic I.,2004,Carpet,8,4,50.0
Ljubicic I.,2004,Clay,14,9,64.28571428571429
Ljubicic I.,2004,Grass,2,0,0.0
Ljubicic I.,2004,Hard,30,20,66.66666666666666
Ljubicic I.,2005,Carpet,10,7,70.0
Ljubicic I.,2005,Clay,9,4,44.44444444444444
Ljubicic I.,2005,Grass,3,1,33.33333333333333
Ljubicic I.,2005,Hard,50,37,74.0
Ljubicic I.,2006,Carpet,5,5,100.0
Ljubicic I.,2006,Clay,16,11,68.75
Ljubicic I.,2006,Grass,5,3,60.0
Ljubicic I.,2006,Hard,48,36,75.0
Ljubicic I.,2007,Carpet,9,6,66.66666666666666
Ljubicic I.,2007,Clay,11,5,45.45454545454545
Ljubicic I.,2007,Grass,10,8,80.0
Ljubicic I.,2007,Hard,36,25,69.44444444444444
Ljubicic I.,2008,Carpet,8,5,62.5
Ljubicic I.,2008,Clay,14,9,64.28571428571429
Ljubicic I.,2008,Grass,4,1,25.0
Ljubicic I.,2008,Hard,10,3,30.0
Ljubicic I.,2009,Carpet,2,1,50.0
Ljubicic I.,2009,Clay,16,10,62.5
Ljubicic I.,2009,Grass,4,3,75.0
Ljubicic I.,2009,Hard,28,16,57.14285714285714
Ljubicic I.,2010,Clay,9,6,66.66666666666666
Ljubicic I.,2010,Grass,2,0,0.0
Ljubicic I.,2010,Hard,32,20,62.5
Ljubicic I.,2011,Clay,12,7,58.333333333333336
Ljubicic I.,2011,Grass,5,3,60.0
Ljubicic I.,2011,Hard,26,15,57.692307692307686
Ljubicic I.,2012,Clay,1,0,0.0
Ljubicic I.,2012,Hard,8,3,37.5
Ljubicic I. ,2009,Hard,1,0,0.0
Llamas Ruiz P.,2023,Clay,2,1,50.0
Llamas Ruiz P.,2024,Clay,4,2,50.0
Llamas Ruiz P.,2024,Hard,2,1,50.0
Llamas Ruiz P.,2025,Clay,3,2,66.66666666666666
Llamas Ruiz P.,2025,Hard,1,0,0.0
Llodra M.,2000,Carpet,3,1,33.33333333333333
Llodra M.,2000,Clay,1,0,0.0
Llodra M.,2000,Grass,4,2,50.0
Llodra M.,2000,Hard,3,1,33.33333333333333
Llodra M.,2001,Carpet,2,0,0.0
Llodra M.,2001,Clay,3,1,33.33333333333333
Llodra M.,2001,Grass,4,2,50.0
Llodra M.,2001,Hard,9,4,44.44444444444444
Llodra M.,2002,Clay,4,1,25.0
Llodra M.,2002,Grass,8,4,50.0
Llodra M.,2002,Hard,14,5,35.714285714285715
Llodra M.,2003,Carpet,2,1,50.0
Llodra M.,2003,Clay,1,0,0.0
Llodra M.,2003,Grass,2,1,50.0
Llodra M.,2003,Hard,6,0,0.0
Llodra M.,2004,Carpet,6,3,50.0
Llodra M.,2004,Clay,4,3,75.0
Llodra M.,2004,Grass,6,5,83.33333333333334
Llodra M.,2004,Hard,15,9,60.0
Llodra M.,2005,Carpet,4,1,25.0
Llodra M.,2005,Clay,5,0,0.0
Llodra M.,2005,Grass,7,4,57.14285714285714
Llodra M.,2005,Hard,13,5,38.46153846153847
Llodra M.,2006,Carpet,4,2,50.0
Llodra M.,2006,Clay,3,1,33.33333333333333
Llodra M.,2006,Hard,4,1,25.0
Llodra M.,2007,Carpet,4,2,50.0
Llodra M.,2007,Clay,5,2,40.0
Llodra M.,2007,Grass,3,2,66.66666666666666
Llodra M.,2007,Hard,18,7,38.88888888888889
Llodra M.,2008,Carpet,2,0,0.0
Llodra M.,2008,Clay,8,4,50.0
Llodra M.,2008,Grass,2,2,100.0
Llodra M.,2008,Hard,24,14,58.333333333333336
Llodra M.,2009,Clay,1,0,0.0
Llodra M.,2009,Grass,5,3,60.0
Llodra M.,2009,Hard,24,13,54.166666666666664
Llodra M.,2010,Clay,5,2,40.0
Llodra M.,2010,Grass,11,9,81.81818181818183
Llodra M.,2010,Hard,29,15,51.724137931034484
Llodra M.,2011,Clay,7,3,42.857142857142854
Llodra M.,2011,Grass,6,5,83.33333333333334
Llodra M.,2011,Hard,22,9,40.909090909090914
Llodra M.,2012,Clay,5,1,20.0
Llodra M.,2012,Grass,2,0,0.0
Llodra M.,2012,Hard,18,11,61.111111111111114
Llodra M.,2013,Clay,2,1,50.0
Llodra M.,2013,Grass,3,2,66.66666666666666
Llodra M.,2013,Hard,18,8,44.44444444444444
Llodra M.,2014,Clay,3,1,33.33333333333333
Llodra M.,2014,Hard,6,3,50.0
Lock B.,2023,Hard,1,0,0.0
Loffhagen G.,2023,Grass,2,0,0.0
Loffhagen G.,2025,Grass,2,0,0.0
Logtens P.,2003,Grass,1,0,0.0
Logtens P.,2005,Grass,1,0,0.0
Lojda D.,2010,Hard,1,0,0.0
Lokoli L.,2014,Clay,1,0,0.0
Lokoli L.,2014,Hard,1,0,0.0
Lokoli L.,2015,Hard,2,0,0.0
Lokoli L.,2017,Clay,1,0,0.0
Lokoli L.,2023,Grass,1,0,0.0
Lokoli L.,2023,Hard,2,0,0.0
Londero J.I.,2013,Clay,1,0,0.0
Londero J.I.,2014,Clay,1,0,0.0
Londero J.I.,2018,Clay,1,0,0.0
Londero J.I.,2019,Clay,29,18,62.06896551724138
Londero J.I.,2019,Grass,3,1,33.33333333333333
Londero J.I.,2019,Hard,11,3,27.27272727272727
Londero J.I.,2020,Clay,13,7,53.84615384615385
Londero J.I.,2020,Hard,4,1,25.0
Londero J.I.,2021,Clay,7,0,0.0
Londero J.I.,2021,Grass,1,0,0.0
Londero J.I.,2021,Hard,3,0,0.0
Londero J.I.,2022,Clay,9,4,44.44444444444444
Lopes H.,2003,Clay,1,0,0.0
Lopez F.,2000,Clay,1,0,0.0
Lopez F.,2001,Clay,7,2,28.57142857142857
